Gene name	Mouse gene name	Mouse homology type
		
HAX1P1		
GPR33	Gpr33	ortholog_one2one
CNOT7P1		
SEZ6L	Sez6l	ortholog_one2one
OR7L1P		
SELENOTP1		
TUBB4AP1		
IFNA16	Ifna13	ortholog_many2many
IFNA16	Ifna4	ortholog_many2many
IFNA16	Ifna15	ortholog_many2many
IFNA16	Ifna16	ortholog_many2many
IFNA16	Ifna6	ortholog_many2many
IFNA16	Ifna2	ortholog_many2many
IFNA16	Ifna9	ortholog_many2many
IFNA16	Ifna11	ortholog_many2many
IFNA16	Ifna1	ortholog_many2many
IFNA16	Ifna7	ortholog_many2many
IFNA16	Ifna5	ortholog_many2many
IFNA16	Ifna14	ortholog_many2many
IFNA16	Ifna12	ortholog_many2many
IFNA16	Ifnab	ortholog_many2many
ORC1P1		
RPL7P33		
		
MTCO1P2		
IFNA2	Ifna13	ortholog_many2many
IFNA2	Ifna4	ortholog_many2many
IFNA2	Ifna15	ortholog_many2many
IFNA2	Ifna16	ortholog_many2many
IFNA2	Ifna6	ortholog_many2many
IFNA2	Ifna2	ortholog_many2many
IFNA2	Ifna9	ortholog_many2many
IFNA2	Ifna11	ortholog_many2many
IFNA2	Ifna1	ortholog_many2many
IFNA2	Ifna7	ortholog_many2many
IFNA2	Ifna5	ortholog_many2many
IFNA2	Ifna14	ortholog_many2many
IFNA2	Ifna12	ortholog_many2many
IFNA2	Ifnab	ortholog_many2many
		
SKP2P1		
TMX1	Tmx1	ortholog_one2one
		
ETS2P1		
		
LAMA5	Lama5	ortholog_one2one
KLHL9	Klhl9	ortholog_one2one
DSG4	Dsg4	ortholog_one2one
		
WDR44	Wdr44	ortholog_one2one
		
LINC00408		
DMRTA1	Dmrta1	ortholog_one2one
LINC02656		
		
HAUS6	Haus6	ortholog_one2one
		
CDC123	Cdc123	ortholog_one2one
RPSAP3		
PRPF39	Prpf39	ortholog_one2one
UBE2D3P4		
WASF3-AS1		
		
LINC00377		
UBASH3A	Ubash3a	ortholog_one2one
ZNF965P		
TGDS	Tgds	ortholog_one2one
Y_RNA		
DSG3	Dsg3	ortholog_one2one
		
SNRPEP2		
		
		
PWWP3B	Pwwp3b	ortholog_one2one
SMU1	Smu1	ortholog_one2one
STK24P1		
RAB41		
RBISP1		
		
		
LINC02648		
DSG2-AS1		
AKR1C5P		
BTBD7P1		
UCN3	Ucn3	ortholog_one2one
		
		
		
RN7SKP44		
		
		
SEPHS1	Sephs1	ortholog_one2one
		
TTR	Ttr	ortholog_one2one
		
LINC00520		
		
LINC01282		
		
SRD5A1P1		
CTDSPL2P2		
MTCO3P30		
ARHGEF6	Arhgef6	ortholog_one2one
CD274	Cd274	ortholog_one2one
		
RPS10P21		
		
BCAS2P3		
LINC02297		
CDH2	Cdh2	ortholog_one2one
		
RABEPKP1		
MTCYBP27		
LSM14B	Lsm14b	ortholog_one2one
EEF1A1P2		
FLT1	Flt1	ortholog_one2one
LINC02303		
CIPC	Cipc	ortholog_one2one
OPTN	Optn	ortholog_one2one
CCDC121P1		
PLS3-AS1		
LINC01242		
		
CDKN2A-DT		
RPL3P11		
		
		
MTAP	Mtap	ortholog_one2many
ALG13	Alg13	ortholog_one2one
PPIAP17		
PHACTR3	Phactr3	ortholog_one2one
		
LINC02324		
POLR3GP1		
		
		
		
RNU6-1149P		
YWHAQP1		
RSPH1	Rsph1	ortholog_one2one
		
BTBD7	Btbd7	ortholog_one2one
SLC37A1	Slc37a1	ortholog_one2one
		
RRAGAP1-AS1		
RPL13AP2		
		
		
IFNA6	Ifna13	ortholog_many2many
IFNA6	Ifna4	ortholog_many2many
IFNA6	Ifna15	ortholog_many2many
IFNA6	Ifna16	ortholog_many2many
IFNA6	Ifna6	ortholog_many2many
IFNA6	Ifna2	ortholog_many2many
IFNA6	Ifna9	ortholog_many2many
IFNA6	Ifna11	ortholog_many2many
IFNA6	Ifna1	ortholog_many2many
IFNA6	Ifna7	ortholog_many2many
IFNA6	Ifna5	ortholog_many2many
IFNA6	Ifna14	ortholog_many2many
IFNA6	Ifna12	ortholog_many2many
IFNA6	Ifnab	ortholog_many2many
		
		
ERVFRD-3		
		
		
		
		
		
RTRAF	Rtraf	ortholog_one2one
ECM1P1		
		
LINC01671		
		
		
CLIC4P1		
CLCN3P1		
PDE9A	Pde9a	ortholog_one2one
LAGE3P1		
		
LINGO2	Lingo2	ortholog_one2one
		
		
KLF6	Klf6	ortholog_one2one
		
MIR4744		
		
		
		
FAM71BP1		
		
SAMM50P1		
PRR13P4		
ZFAND6P1		
		
RPL17-C18orf32		
RPL35AP20		
ACTG1P14		
PSIP1	Psip1	ortholog_one2one
		
		
		
		
OPRL1	Oprl1	ortholog_one2one
		
		
		
		
		
IFT27	Ift27	ortholog_one2one
AKR1C6P		
OCIAD2	Ociad2	ortholog_one2one
IL2RA	Il2ra	ortholog_one2one
LINC02291		
		
MIS18BP1	Mis18bp1	ortholog_one2one
		
MIR1539		
SNORD58C		
SNORD58A	Gm23301	ortholog_one2one
SNORD58B	Gm22354	ortholog_one2many
SNORD58B	Snord58b	ortholog_one2many
SRP72P1		
LINC02837		
LIPG	Lipg	ortholog_one2one
		
RGS19	Rgs19	ortholog_one2one
RPL32P23		
ATP5F1C	Atp5c1	ortholog_one2one
SNTA1	Snta1	ortholog_one2one
MTCO3P42		
		
		
		
YWHAZP1		
FOXN3-AS1		
RBM47	Rbm47	ortholog_one2one
		
PDGFB	Pdgfb	ortholog_one2one
		
PCMTD2	Pcmtd2	ortholog_one2one
AKAP6	Akap6	ortholog_one2one
DYM	Dym	ortholog_one2one
		
FRG2EP		
CICP4		
TCEA2	Tcea2	ortholog_one2one
APTX	Aptx	ortholog_one2one
MPPED1	Mpped1	ortholog_one2one
CHCHD3P1		
		
HSP90AB7P		
LINC00703		
		
		
CD40LG	Cd40lg	ortholog_one2one
SEC61A2	Sec61a2	ortholog_one2one
SRSF10P1		
RNU1-46P	Gm23405	ortholog_one2many
MEX3C	Mex3c	ortholog_one2one
		
		
		
PSAPL1	Psapl1	ortholog_one2one
		
RAC1P4		
MAGEA8-AS1		
LINC01929		
		
		
		
CCDC117	Ccdc117	ortholog_one2one
		
BRS3	Brs3	ortholog_one2one
RNA5SP459		
RELL1	Rell1	ortholog_one2one
ASB12	Asb12	ortholog_one2one
		
RBBP8P1		
		
CT47A11		
LINC02305		
UFM1P1		
		
SSTR1	Sstr1	ortholog_one2one
		
FGF13	Fgf13	ortholog_one2one
MTND3P24		
RPS29P11		
		
		
SLC25A29	Slc25a29	ortholog_one2one
		
		
		
		
TEC	Tec	ortholog_one2one
TCF4	Tcf4	ortholog_one2one
PARVG	Parvg	ortholog_one2one
PCDH9-AS3		
		
		
		
		
PA2G4P1		
AMER1	Amer1	ortholog_one2one
SPANXN4		
UBAC2	Ubac2	ortholog_one2one
		
		
CKS1BP1		
		
ZIC3	Zic3	ortholog_one2one
		
MTND4P33		
		
RPL32P35		
		
TPM2P1		
RPL3P12		
		
		
RPL12P50		
WDR19	Wdr19	ortholog_one2one
MRPS17P9		
		
SPANXC		
LINC02645		
CEP128	Cep128	ortholog_one2one
IL1RAPL2	Il1rapl2	ortholog_one2one
GATA5	Gata5	ortholog_one2one
LINP1		
		
RPL7L1P11		
AKR1C1		
SPANXN1		
		
ZNF512B	Zfp512b	ortholog_one2one
PNMA6B		
MAGEC3	Magea13	ortholog_many2many
LBP	Lbp	ortholog_one2one
RPL35AP36		
PRR34		
		
TMEM185AP1		
RFC3	Rfc3	ortholog_one2one
SAGE2P		
TRMT1P1		
TMEM184B	Tmem184b	ortholog_one2one
MTND4P24		
		
SAGE4P		
RAP2C-AS1		
		
MGAT2P1		
OR11N1P		
		
UBE2NL		
FAM217B	Fam217b	ortholog_one2one
		
HSFX1		
CMC4	Cmc4	ortholog_one2one
AFF2-IT1		
		
LINC02662		
		
RBL1	Rbl1	ortholog_one2one
M6PRP1		
RHOXF1	Rhox13	ortholog_one2one
		
HSPA8P7		
PGBD4P6		
RPL36AP36		
OR2AF1P		
		
SPANXA1		
MEIG1	Meig1	ortholog_one2one
RPL3P3		
ZFYVE9P1		
MAGEA8	Magea13	ortholog_many2many
RBM25	Rbm25	ortholog_one2one
LINC02676		
		
ELOCP3		
		
		
RTL4	Rtl4	ortholog_one2one
ASS1P5		
		
		
		
BIK	Bik	ortholog_one2one
IDS	Ids	ortholog_one2many
		
		
LINC02494		
HS3ST1	Hs3st1	ortholog_one2one
ITIH2	Itih2	ortholog_one2one
		
ZNF718		
		
TNRC6B-DT		
TTLL1	Ttll1	ortholog_one2one
TLR6	Tlr6	ortholog_one2one
ANKRD26P2		
LINC02278		
		
DCT	Dct	ortholog_one2one
LINC02364		
AGGF1P10		
		
		
RAB22A	Rab22a	ortholog_one2one
HMGN1P11		
		
		
KRT18P25		
UCHL1	Uchl1	ortholog_one2one
		
		
		
PWWP4	Pwwp4c	ortholog_one2many
PWWP4	Pwwp4b	ortholog_one2many
PWWP4	Pwwp4a	ortholog_one2many
PWWP4	Pwwp4d	ortholog_one2many
GPR50-AS1		
UCKL1-AS1		
		
		
		
SF3A3P1		
CT47A7		
		
		
EDN3	Edn3	ortholog_one2one
HNRNPH1P2		
LDOC1	Ldoc1	ortholog_one2one
		
MTCP1	Mtcp1	ortholog_one2one
CCDC171	Ccdc171	ortholog_one2one
		
MTND1P33		
		
RIBC2	Ribc2	ortholog_one2one
		
GABRA3	Gabra3	ortholog_one2one
		
LINC02663		
MANCR		
POU4F1	Pou4f1	ortholog_one2one
TM9SF2	Tm9sf2	ortholog_one2one
		
	Ids	ortholog_one2many
PFKFB3	Pfkfb3	ortholog_one2one
RBMX2P2		
GGA1	Gga1	ortholog_one2one
		
		
MAGEA11	Magea13	ortholog_many2many
RPL7P3		
PIEZO1P1		
		
SAGE3P		
GPR50	Gpr50	ortholog_one2one
RPRD1B	Rprd1b	ortholog_one2one
FAM226B		
		
		
		
B4GALT1-AS1		
		
MAGEA13P		
TENM1	Tenm1	ortholog_one2one
		
		
		
		
UHRF2	Uhrf2	ortholog_one2one
MYT1	Myt1	ortholog_one2one
OR7K1P		
		
LINC02691		
LINC02314		
UNC79	Unc79	ortholog_one2one
		
SLAIN1	Slain1	ortholog_one2one
PASD1	Gm1141	ortholog_one2one
		
LINC02484		
		
		
		
TAPT1-AS1		
HMGB3P23		
		
RPS3AP54		
		
ZAR1	Zar1	ortholog_one2one
IGSF1	Igsf1	ortholog_one2one
ZNF337-AS1		
		
H3P30		
		
KHSRPP1		
		
SH3GL2	Sh3gl2	ortholog_one2one
		
		
		
ADRM1	Gm9774	ortholog_one2many
ADRM1	Adrm1	ortholog_one2many
DCUN1D4	Dcun1d4	ortholog_one2one
ATP5PDP3		
		
IFNA13	Ifna13	ortholog_many2many
IFNA13	Ifna4	ortholog_many2many
IFNA13	Ifna15	ortholog_many2many
IFNA13	Ifna16	ortholog_many2many
IFNA13	Ifna6	ortholog_many2many
IFNA13	Ifna2	ortholog_many2many
IFNA13	Ifna9	ortholog_many2many
IFNA13	Ifna11	ortholog_many2many
IFNA13	Ifna1	ortholog_many2many
IFNA13	Ifna7	ortholog_many2many
IFNA13	Ifna5	ortholog_many2many
IFNA13	Ifna14	ortholog_many2many
IFNA13	Ifna12	ortholog_many2many
IFNA13	Ifnab	ortholog_many2many
		
NOP56P2		
IFNA7	Ifna13	ortholog_many2many
IFNA7	Ifna4	ortholog_many2many
IFNA7	Ifna15	ortholog_many2many
IFNA7	Ifna16	ortholog_many2many
IFNA7	Ifna6	ortholog_many2many
IFNA7	Ifna2	ortholog_many2many
IFNA7	Ifna9	ortholog_many2many
IFNA7	Ifna11	ortholog_many2many
IFNA7	Ifna1	ortholog_many2many
IFNA7	Ifna7	ortholog_many2many
IFNA7	Ifna5	ortholog_many2many
IFNA7	Ifna14	ortholog_many2many
IFNA7	Ifna12	ortholog_many2many
IFNA7	Ifnab	ortholog_many2many
		
OR2S1P		
		
RPS26P2		
CHCHD4P3		
		
LURAP1L	Lurap1l	ortholog_one2one
LINC01627		
		
		
LINC01400		
IFNA17	Ifna13	ortholog_many2many
IFNA17	Ifna4	ortholog_many2many
IFNA17	Ifna15	ortholog_many2many
IFNA17	Ifna16	ortholog_many2many
IFNA17	Ifna6	ortholog_many2many
IFNA17	Ifna2	ortholog_many2many
IFNA17	Ifna9	ortholog_many2many
IFNA17	Ifna11	ortholog_many2many
IFNA17	Ifna1	ortholog_many2many
IFNA17	Ifna7	ortholog_many2many
IFNA17	Ifna5	ortholog_many2many
IFNA17	Ifna14	ortholog_many2many
IFNA17	Ifna12	ortholog_many2many
IFNA17	Ifnab	ortholog_many2many
		
UBA52P6		
HMGN2P16		
LINC02851		
IFNWP5		
		
		
CTAGE12P		
IFNWP2		
IFNA11P		
PHF20	Phf20	ortholog_one2one
		
		
	Mtap	ortholog_one2many
ME2P1		
		
		
IFNWP19		
		
RNF2P1		
		
BOLA3P4		
		
ASS1P12		
		
SLC4A1APP1		
		
		
KCTD9P3		
RBPJP6		
		
ARMH4	Armh4	ortholog_one2one
		
RNF38	Rnf38	ortholog_one2one
CCDC88C-DT		
		
		
EXOC5	Exoc5	ortholog_one2one
MTND1P37		
SDCBPP1		
PHYH	Phyh	ortholog_one2one
PSMD10P3		
		
		
		
		
MCRIP2P1		
MTCYBP38		
LINC02554		
		
		
SPATA13	Spata13	ortholog_one2many
MAGEA7P		
		
PNMA6F	Gm45015	ortholog_many2many
PNMA6F	Gm18336	ortholog_many2many
HMGB3P31		
LGALS1	Lgals1	ortholog_one2one
EOLA2	Eola1	ortholog_one2many
		
		
COX7BP2		
NFX1	Nfx1	ortholog_one2one
		
		
RBM17	Rbm17	ortholog_one2one
LLPHP1		
MRPS11P1		
		
		
		
GGT7	Ggt7	ortholog_one2one
		
		
ACTBP15		
CTBP1-AS		
PKDREJ	Pkdrej	ortholog_one2one
		
LINC02283		
		
		
		
LINC02556		
		
		
ZNF519P4		
COX8C		
		
ANKRD54	Ankrd54	ortholog_one2one
		
		
FUNDC2	Fundc2	ortholog_one2one
		
YY1	Yy1	ortholog_one2one
LINC02271		
PCGF3	Pcgf3	ortholog_one2one
		
		
SNRPGP5		
NUDT5	Nudt5	ortholog_one2one
NDUFB3P5		
LINC00893		
DNAJC19P9		
		
		
		
SAMD10	Samd10	ortholog_one2one
RPS15AP3		
		
DIO2-AS1		
RPL36AP52		
NRDE2	Nrde2	ortholog_one2one
PDE9A-AS1		
LINC00322		
EOLA1	Eola1	ortholog_one2many
		
		
ERP29P1		
SIK1	Sik1	ortholog_one2many
		
MIR1292		
SNORD110	Snord110	ortholog_one2one
SNORA51	Gm24451	ortholog_one2one
SNORD86	Gm23706	ortholog_one2many
SNORD86	Gm22498	ortholog_one2many
SNORD86	Gm24989	ortholog_one2many
SNORD86	Gm23187	ortholog_one2many
SNORD86		ortholog_one2many
		
SNORD56	Gm23650	ortholog_one2one
SNORD57	Snord57	ortholog_one2one
RNU1-55P		
		ortholog_one2one
		
Y_RNA		
RN7SL498P		
MIR8062		
RNU6-278P		
RN7SL864P	Gm25687	ortholog_one2many
RNU6-228P	Gm25512	ortholog_one2one
RNU6-1159P	Gm26279	ortholog_one2many
RNU6-115P	Gm26279	ortholog_one2many
RNA5SP475		
U3		
CNTNAP3P5		
RN7SKP69		
RNU6-27P		
Y_RNA		
RN7SL547P		
RN7SL638P		
LINC00319		
RNU6ATAC34P		
RNA5SP476		
LINC01189		
RN7SL607P		
RNU1-131P		
		
RNA5SP474		
SNX18P4		
RN7SKP111		
RNU6-1257P		
LINC00313		
FTLP4		
RN7SL561P		
		
RNU105B	Gm24533	ortholog_one2many
RN7SL690P		
		
Y_RNA		
RN7SKP140	7SK	ortholog_one2one
CCDC3	Ccdc3	ortholog_one2one
RNU6ATAC17P		
5_8S_rRNA	5_8S_rRNA	ortholog_one2many
RNA5SP478		
5_8S_rRNA	5_8S_rRNA	ortholog_one2many
		
RNU1-23P		
	Gm25151	ortholog_one2one
Y_RNA		
HSF2BP	Hsf2bp	ortholog_one2one
RNA5SP528	5S_rRNA	ortholog_one2many
MIR3192		
RNA5SP480		
FUNDC2P4		
RN7SL594P		
MIR6870		
MIR4755		
Y_RNA		
Y_RNA		
		
SNORA71	Gm24258	ortholog_one2many
SNORA71	Gm25402	ortholog_one2many
SNORA71	Gm25853	ortholog_one2many
SNORA71	Gm25592	ortholog_one2many
SNORA71	Gm24163	ortholog_one2many
SNORA71	Gm24031	ortholog_one2many
RNU4-40P		
TSPO	Tspo	ortholog_one2one
RNU6-937P		
FAM238B		
		
RNU6-639P		
Y_RNA		
		
RNA5SP532	5S_rRNA	ortholog_one2many
RN7SL116P	Gm22701	ortholog_one2one
Y_RNA		
		
MIR644A		
Y_RNA		
RN7SL237P		
		
RN7SL680P		
MIR663A		
CCDC85C	Ccdc85c	ortholog_one2one
MIR3616		
HMGN1P20		
RNU7-144P		
		
RNU6-919P	Gm22591	ortholog_one2many
RNU6-347P		
Y_RNA	Gm22199	ortholog_many2many
Y_RNA	Y_RNA	ortholog_many2many
UCMA	Ucma	ortholog_one2one
		
RNU7-6P		
Y_RNA		
Y_RNA		
UNC93B7		
SNORA71		
SMARCA2	Smarca2	ortholog_one2one
SNORA71A	Gm26003	ortholog_one2one
LINC02616		
SNORA71C	Gm23925	ortholog_one2many
SNORA71C	Gm24411	ortholog_one2many
SNORA71D		
RPL31P1		
RNU6-147P	Gm23199	ortholog_one2many
H2BS1		
RNU6-497P	Gm24928	ortholog_one2one
RNA5SP487		
RNU6-1146P	Gm22114	ortholog_one2many
MIR6070		
MIR3194		
MTND4LP22		
RNU6-929P		
		
RNU7-14P		
		
RNU4ATAC7P		
MIR4325		
KIN	Kin	ortholog_one2one
RN7SKP184		
		
GATD3A	Gatd3a	ortholog_one2many
RN7SL197P		
RNU7-141P		
Y_RNA		
RN7SKP185		
MIR646		
MIR4533		
MIR548AG2		
RN7SKP100		
MIR1-1	Mir1a-1	ortholog_one2one
MIR133A2	Mir133a-2	ortholog_one2one
		
		
RN7SKP33		
		
RAC1P2		
MIR647		
RN7SL170P		
RPL35P8		
MIR1914		
Metazoa_SRP		
MAGEA1		
MIR6813		
GABRB1	Gabrb1	ortholog_one2one
IGLV2-33		
MIR4758		
RNU6-563P		
		
RNU1-134P	Gm24788	ortholog_one2one
		
MIR941-4		
MIR941-5		
MIR941-1		
SPANXD		
		
MIR941-2		
MIR941-3		
		
RBPJL	Rbpjl	ortholog_one2one
		
MTND2P39		
RRM2P4		
RNF128	Rnf128	ortholog_one2one
OTX2-AS1		
INPP5J	Inpp5j	ortholog_one2one
		
PTTG2	Pttg1	ortholog_one2many
		
OR7E35P		
		
KRT8P37		
		
		
KRT8P8		
CORIN	Corin	ortholog_one2one
		
		
MOK	Mok	ortholog_one2one
KRT8P6		
ELL2P4		
ANKRD16	Ankrd16	ortholog_one2one
VGLL1	Vgll1	ortholog_one2one
ANKRD11P2		
PNMA6E	Gm45015	ortholog_many2many
PNMA6E	Gm18336	ortholog_many2many
		
IDSP1		
MAGEC1	Magea13	ortholog_many2many
SDC4	Sdc4	ortholog_one2one
LHFPL1	Lhfpl1	ortholog_one2one
		
F8	F8	ortholog_one2one
SYS1		
UPF2	Upf2	ortholog_one2one
		
		
		
ICOSLG	Icosl	ortholog_one2many
SYS1-DBNDD2	Gm20458	ortholog_one2one
		
NAB1P1		
		
HNRNPCP10		
TP53TG5	Trp53tg5	ortholog_one2one
HDGFP1		
DNMT3L	Dnmt3l	ortholog_one2many
PRR32	Prr32	ortholog_one2one
		
TCERG1P1		
		
CXorf51B		
NDUFB4P10		
MIR6812		
		
AFF2	Aff2	ortholog_one2one
LINC01711		
STX16	Stx16	ortholog_one2many
IL15RA	Il15ra	ortholog_one2one
DNMT3L-AS1		
AIRE	Aire	ortholog_one2one
		
		
OGFOD1P1		
		
LINC00392		
NHLRC3	Nhlrc3	ortholog_one2one
PFKL	Pfkl	ortholog_one2one
BEX4	Bex4	ortholog_one2many
BEX4	Bex6	ortholog_one2many
PDS5A	Pds5a	ortholog_one2one
LINC02338		
HMGN5	Hmgn5	ortholog_one2one
LINC00557		
OLFM4	Olfm4	ortholog_one2one
ARF4P3		
LIN28AP2		
STARP1		
CCT5P2		
PSPC1P2		
PRR20A		
LINC01078		
		
IPO5	Ipo5	ortholog_one2one
TTLL1-AS1		
		
		
SCUBE1-AS2		
		
		
HMGB3P30		
		
IGLV2-14		
MAP7D3	Map7d3	ortholog_one2one
LINC00207		
		
TCL1B	Tcl1b3	ortholog_one2many
TCL1B	Tcl1b5	ortholog_one2many
TCL1B	Tcl1b4	ortholog_one2many
TCL1B	Tcl1b2	ortholog_one2many
TCL1B	Tcl1b1	ortholog_one2many
		
CSNK1E	Csnk1e	ortholog_one2many
TECPR2	Tecpr2	ortholog_one2one
RPA4		
DCAF12L1		
SETP8		
		
CBX1P1		
OR1AA1P		
GLUD2	Glud1	ortholog_one2many
		
		
		
MOSPD1	Mospd1	ortholog_one2one
CFAP410	Cfap410	ortholog_one2one
MTCYBP16		
		
		
		
TJAP1P1		
EEF1GP5		
SPANXA2-OT1		
CLOCK	Clock	ortholog_one2one
ALG13-AS1		
TBC1D8B	Tbc1d8b	ortholog_one2one
		
		
		
SUV39H2	Suv39h2	ortholog_one2one
		
LINC02318		
TRPM2-AS		
	Gm22871	ortholog_one2one
	Gm22394	ortholog_one2one
LRRC3-DT		
STX16-NPEPL1	Stx16	ortholog_one2many
LRRC3	Lrrc3	ortholog_one2one
MTCYBP21		
MTND6P21		
MTND5P1		
		
		
TSPEAR	Tspear	ortholog_one2one
NPEPL1	Npepl1	ortholog_one2one
SETP2		
PSMC1	Psmc1	ortholog_one2one
RUVBL2P1		
		
NDUFB5P2		
MORC4	Morc4	ortholog_one2one
RPL5P25		
		
LINC01516		
ACBD7	Acbd7	ortholog_one2one
TSPEAR-AS1		
MTND2P16		
NUP35P1		
LIPT1P1		
		
SNRPFP3		
TSPEAR-AS2		
		
RPP38	Rpp38	ortholog_one2one
		
KRTAP10-1		
KRTAP10-2		
		
KRTAP10-3		
KRTAP10-5		
		
KRTAP10-6	Gm9508	ortholog_many2many
KRTAP10-6	Gm9639	ortholog_many2many
KRTAP10-6	Gm3238	ortholog_many2many
KRTAP10-6	Gm3285	ortholog_many2many
KRTAP10-6	Gm36176	ortholog_many2many
KRTAP10-6	Gm3233	ortholog_many2many
KRTAP10-6	Gm7137	ortholog_many2many
KRTAP10-6	Gm9736	ortholog_many2many
KRTAP10-6	Gm10318	ortholog_many2many
KRTAP10-6	Gm7138	ortholog_many2many
KRTAP10-6	Krtap10-10	ortholog_many2many
KRTAP10-6	Gm18596	ortholog_many2many
KRTAP10-6	Gm19668	ortholog_many2many
KRTAP10-6	Gm9507	ortholog_many2many
KRTAP10-6	Gm49918	ortholog_many2many
KRTAP10-6	Gm19402	ortholog_many2many
KRTAP10-6	Krtap10-4	ortholog_many2many
KRTAP10-6	Gm3250	ortholog_many2many
KRTAP10-6	Gm10024	ortholog_many2many
KRTAP10-6	Gm10142	ortholog_many2many
KRTAP10-6	Krtap12-1	ortholog_many2many
KRTAP10-6	Gm10100	ortholog_many2many
KRTAP10-6	Gm10272	ortholog_many2many
KRTAP10-6	Gm4559	ortholog_many2many
KRTAP10-6	Krtap5-2	ortholog_many2many
KRTAP10-6	Gm40460	ortholog_many2many
KRTAP10-6	Gm45618	ortholog_many2many
DIAPH3	Diaph3	ortholog_one2one
		
KRTAP10-7		
		
		
KRTAP10-8		
EP300	Ep300	ortholog_one2one
		
KRTAP10-10		
CSGALNACT2P2		
ITIH5	Itih5	ortholog_one2one
		
KRTAP10-11	Gm9508	ortholog_many2many
KRTAP10-11	Gm9639	ortholog_many2many
KRTAP10-11	Gm3238	ortholog_many2many
KRTAP10-11	Gm3285	ortholog_many2many
KRTAP10-11	Gm36176	ortholog_many2many
KRTAP10-11	Gm3233	ortholog_many2many
KRTAP10-11	Gm7137	ortholog_many2many
KRTAP10-11	Gm9736	ortholog_many2many
KRTAP10-11	Gm10318	ortholog_many2many
KRTAP10-11	Gm7138	ortholog_many2many
KRTAP10-11	Krtap10-10	ortholog_many2many
KRTAP10-11	Gm18596	ortholog_many2many
KRTAP10-11	Gm19668	ortholog_many2many
KRTAP10-11	Gm9507	ortholog_many2many
KRTAP10-11	Gm49918	ortholog_many2many
KRTAP10-11	Gm19402	ortholog_many2many
KRTAP10-11	Krtap10-4	ortholog_many2many
KRTAP10-11	Gm3250	ortholog_many2many
KRTAP10-11	Gm4559	ortholog_many2many
KRTAP10-11	Krtap5-2	ortholog_many2many
KRTAP10-11	Gm40460	ortholog_many2many
KRTAP10-11	Gm45618	ortholog_many2many
KRTAP10-11	Krtap9-3	ortholog_many2many
KRTAP10-11	Krtap1-4	ortholog_many2many
KRTAP10-11	Krtap1-3	ortholog_many2many
PTGER2	Ptger2	ortholog_one2one
KRTAP12-4		
		
KRTAP12-3		
KRTAP12-2		
VBP1	Vbp1	ortholog_one2one
IMMTP1		
KRTAP12-1		
		
KRTAP12-6P		
KRTAP10-12		
		
		
PIEZO1P2		
KRTAP10-13P		
		
UBE2G2	Ube2g2	ortholog_one2one
		
MIR296		
MIR298		
		
		ortholog_one2one
		
		ortholog_one2one
		
		
		
		
LINC02243		
		
IL13RA2	Il13ra2	ortholog_one2one
NELFCD	Nelfcd	ortholog_one2one
RPL36AL	Gm6525	ortholog_one2one
		
FRMD6-AS1		
CDC42BPB	Cdc42bpb	ortholog_one2one
ACOX3	Acox3	ortholog_one2one
AKR1C8P		
ITGB2	Itgb2l	ortholog_one2many
ITGB2	Itgb2	ortholog_one2many
		
	Hdac8	ortholog_one2many
		
PHKA1	Phka1	ortholog_one2one
FRMD4A	Frmd4a	ortholog_one2one
LINC01521		
DNAJB7	Dnajb7	ortholog_one2one
		
		
IGLV3-13		
JTBP1		
L3MBTL2-AS1		
RBX1	Rbx1	ortholog_one2one
IGLV2-23		
IGLJ6		
YES1P1		
		
KDELR3	Kdelr3	ortholog_one2one
		
PLA2G3	Pla2g3	ortholog_one2one
		
MRC1	Mrc1	ortholog_one2one
SLC25A47	Slc25a47	ortholog_one2one
		
GRAP2	Grap2	ortholog_one2one
		
		
LINC02316		
		
		
		
MTND5P35		
		
		
		
		
ZDHHC15	Zdhhc15	ortholog_one2one
		
TUBB1	Tubb1	ortholog_one2one
		
		
CCNL2P1		
CHORDC2P		
LINC02501		
IL1RAPL1	Il1rapl1	ortholog_one2one
		
		
RPL22P13		
ATP5F1E	Atp5e	ortholog_one2one
		
BCL11B	Bcl11b	ortholog_one2one
		
CKS1BP2		
PATZ1	Patz1	ortholog_one2one
		
ST8SIA6-AS1		
CENPC	Cenpc1	ortholog_one2one
TNPO3P1		
TUBB4BP3		
RPS26P11		
		
		
ZBTB33	Zbtb33	ortholog_one2one
SELENOOLP		
RLIMP1		
ARL5B	Arl5b	ortholog_one2one
		
CHCHD2P8		
PRELID3B	Prelid3b	ortholog_one2one
SRSF1P1		
LINC01052		
		
RPS26P47		
AKAP17BP		
		
		
BRD7P5		
LINC00410		
		
		
		
RTL5	Rtl5	ortholog_one2one
PCDH17	Pcdh17	ortholog_one2one
OR7E110P		
CUBN	Cubn	ortholog_one2one
		
RPL12P43		
		
H3P43		
CD84P1		
MATR3P1		
SSU72P1		
LINC01075		
SP3P		
RPL21P110		
ADGRG4	Adgrg4	ortholog_one2one
		
		
EDNRB	Ednrb	ortholog_one2one
		
MRPS16P2		
GDF5-AS1		
		
IGLC6		
		
GDF5	Gdf5	ortholog_one2one
LINC00899		
		
		
		
EFCAB6-AS1		
RPL23AP10		
		
		
ATG2B	Atg2b	ortholog_one2one
MIR1289-1		
SHISAL1	Shisal1	ortholog_one2one
CEP250	Cep250	ortholog_one2one
SCUBE1-AS1		
